

Trajectories
100
,,Carre:Ante_braco1,,,Carre:Ante_braco2,,,Carre:braco2,,,Carre:caneta1,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
235,0,24.1338,-109.31,252.106,76.636,43.3112,124.625,-30.9254,175.978,94.8631,-135.329,286.718,208.668
236,0,24.1083,-109.336,252.102,76.6838,43.2974,124.624,-30.8265,176.047,94.8729,-135.128,286.53,208.83
237,0,24.1102,-109.306,252.132,76.7251,43.2799,124.622,-30.7648,176.081,94.8625,-134.909,286.255,208.969
238,0,24.1054,-109.284,252.151,76.7856,43.2719,124.648,-30.6988,176.108,94.8334,-134.697,286.008,209.053
239,0,24.0112,-109.276,252.138,76.8065,43.2648,124.622,-30.6776,176.138,94.8064,-134.523,285.799,209.073
240,0,24.0008,-109.296,252.183,76.8352,43.2603,124.623,-30.6276,176.153,94.7903,-134.334,285.632,209.028
241,0,23.965,-109.251,252.193,76.807,43.2579,124.592,-30.6414,176.155,94.7886,-134.187,285.481,208.925
242,0,23.9179,-109.207,252.223,76.8187,43.2725,124.58,-30.6211,176.147,94.7547,-134.159,285.416,208.87
243,0,23.8607,-109.224,252.269,76.8473,43.2762,124.554,-30.5744,176.157,94.768,-134.102,285.337,208.787
244,0,23.8004,-109.196,252.27,76.824,43.2826,124.563,-30.586,176.148,94.782,-134.11,285.304,208.699
245,0,23.713,-109.232,252.288,76.7778,43.3026,124.55,-30.5893,176.147,94.771,-134.107,285.24,208.637
246,0,23.6574,-109.236,252.302,76.7736,43.3185,124.57,-30.594,176.18,94.7715,-134.098,285.284,208.526
247,0,23.5947,-109.266,252.316,76.771,43.3012,124.54,-30.6034,176.198,94.7393,-134.106,285.36,208.343
248,0,23.5471,-109.242,252.295,76.7603,43.2799,124.533,-30.5429,176.225,94.7163,-134.12,285.434,208.158
249,0,23.5231,-109.269,252.359,76.7245,43.2817,124.512,-30.6014,176.204,94.6777,-134.238,285.44,207.957
250,0,23.4947,-109.306,252.361,76.716,43.2614,124.5,-30.5558,176.201,94.64,-134.334,285.403,207.801
251,0,23.4018,-109.275,252.337,76.7289,43.2611,124.497,-30.6018,176.201,94.5714,-134.432,285.273,207.729
252,0,23.3554,-109.311,252.384,76.6994,43.235,124.493,-30.6262,176.223,94.5217,-134.548,285.102,207.67
253,0,23.3032,-109.339,252.403,76.696,43.2301,124.502,-30.5889,176.207,94.4505,-134.568,284.958,207.635
254,0,23.2287,-109.367,252.421,76.6792,43.2148,124.473,-30.6508,176.184,94.386,-134.539,284.827,207.531
255,0,23.1923,-109.38,252.428,76.6433,43.1925,124.471,-30.6579,176.154,94.3184,-134.604,284.623,207.488
256,0,23.1572,-109.385,252.42,76.6085,43.1782,124.452,-30.685,176.164,94.262,-134.536,284.458,207.442
257,0,23.0918,-109.415,252.411,76.593,43.1774,124.437,-30.7216,176.106,94.232,-134.468,284.253,207.465
258,0,23.008,-109.418,252.358,76.55,43.1426,124.406,-30.727,176.076,94.1958,-134.414,284.026,207.479
259,0,22.9116,-109.499,252.346,76.5063,43.1193,124.372,-30.7608,176.046,94.1583,-134.309,283.813,207.471
260,0,22.8619,-109.505,252.276,76.4708,43.0538,124.347,-30.7749,175.997,94.0899,-134.25,283.628,207.482
261,0,22.7836,-109.516,252.27,76.4642,43.0408,124.286,-30.7739,175.956,94.0484,-134.14,283.49,207.484
262,0,22.7484,-109.503,252.252,76.4152,43.0099,124.255,-30.7685,175.965,94.0281,-134.085,283.348,207.476
263,0,22.6829,-109.515,252.211,76.5292,43.0483,124.241,-30.737,176.005,93.9934,-133.985,283.258,207.458
264,0,22.6109,-109.504,252.204,76.5024,43.0545,124.242,-30.7059,176.047,93.9675,-133.837,283.235,207.438
265,0,22.5812,-109.453,252.194,76.5653,43.0941,124.243,-30.696,176.08,93.9489,-133.652,283.241,207.454
266,0,22.5436,-109.462,252.162,76.5787,43.1345,124.246,-30.6784,176.137,93.9509,-133.454,283.324,207.411
267,0,22.4847,-109.416,252.153,76.5144,43.1103,124.229,-30.6535,176.185,93.9248,-133.275,283.393,207.402
268,0,22.4839,-109.442,252.157,76.4822,43.1495,124.242,-30.6597,176.22,93.8695,-133.114,283.455,207.362
269,0,22.4373,-109.429,252.141,76.4272,43.1602,124.227,-30.6782,176.27,93.8437,-133.022,283.458,207.352
270,0,22.3792,-109.396,252.103,76.397,43.1796,124.214,-30.7303,176.271,93.8181,-132.966,283.419,207.332
271,0,22.3255,-109.417,252.109,76.3624,43.2022,124.189,-30.7022,176.325,93.7701,-133.013,283.338,207.356
272,0,22.2879,-109.398,252.074,76.3424,43.1731,124.172,-30.6923,176.312,93.7542,-133.07,283.207,207.356
273,0,22.1504,-109.417,252.051,76.3391,43.1779,124.165,-30.7102,176.303,93.7159,-133.068,283.05,207.386
274,0,22.0982,-109.433,252.002,76.3319,43.1729,124.142,-30.6996,176.287,93.6983,-133.113,282.871,207.401
275,0,22.0829,-109.453,251.982,76.3278,43.1843,124.108,-30.7706,176.229,93.6744,-133.158,282.67,207.432
276,0,22.0468,-109.44,251.913,76.3564,43.1831,124.099,-30.7522,176.216,93.6456,-133.213,282.497,207.469
277,0,22.0345,-109.458,251.897,76.3639,43.1898,124.095,-30.7689,176.215,93.6416,-133.224,282.326,207.447
278,0,21.9699,-109.484,251.812,76.3824,43.1843,124.062,-30.7716,176.189,93.6275,-133.342,282.149,207.421
279,0,21.9216,-109.492,251.742,76.3964,43.2033,124.047,-30.7756,176.174,93.6112,-133.461,282.014,207.437
280,0,21.9155,-109.508,251.73,76.4063,43.2296,124.031,-30.7484,176.204,93.5963,-133.591,281.882,207.419
281,0,21.8688,-109.538,251.658,76.4201,43.2289,123.999,-30.7769,176.209,93.5686,-133.687,281.836,207.388
282,0,21.8302,-109.546,251.585,76.3821,43.2354,124.002,-30.778,176.224,93.578,-133.722,281.818,207.376
283,0,21.7793,-109.556,251.565,76.3836,43.2423,123.972,-30.7718,176.234,93.5433,-133.747,281.852,207.342
284,0,21.7569,-109.549,251.503,76.3603,43.2541,123.96,-30.7589,176.24,93.5408,-133.764,281.904,207.313
285,0,21.7281,-109.613,251.475,76.3268,43.2611,123.952,-30.7496,176.232,93.5132,-133.812,281.956,207.276
286,0,21.6692,-109.607,251.416,76.3473,43.2421,123.934,-30.7754,176.258,93.4925,-133.852,281.988,207.262
287,0,21.6748,-109.655,251.384,76.2941,43.249,123.922,-30.7617,176.278,93.4703,-133.907,281.948,207.294
288,0,21.6271,-109.666,251.34,76.2924,43.2586,123.917,-30.7631,176.269,93.4575,-134.011,281.914,207.297
289,0,21.6064,-109.687,251.298,76.3014,43.2448,123.907,-30.7792,176.263,93.4409,-134.171,281.802,207.31
290,0,21.6016,-109.753,251.284,76.3091,43.2049,123.9,-30.7971,176.263,93.4565,-134.446,281.638,207.315
291,0,21.5533,-109.72,251.237,76.3013,43.1887,123.892,-30.787,176.258,93.4163,-134.792,281.501,207.294
292,0,21.5663,-109.718,251.185,76.2892,43.2322,123.882,-30.7877,176.257,93.4173,-135.146,281.333,207.327
293,0,21.6012,-109.753,251.159,76.3171,43.1958,123.872,-30.814,176.254,93.4132,-135.417,281.193,207.333
294,0,21.5061,-109.725,251.107,76.2508,43.2077,123.854,-30.8164,176.241,93.4445,-135.739,281.08,207.305
295,0,21.5099,-109.784,251.072,76.2594,43.23,123.837,-30.87,176.195,93.4088,-136.01,280.999,207.346
296,0,21.4564,-109.772,251.046,76.2497,43.2055,123.853,-30.8842,176.191,93.4066,-136.205,280.94,207.341
297,0,21.4597,-109.796,251.038,76.2532,43.2427,123.848,-30.893,176.183,93.3948,-136.343,280.931,207.342
298,0,21.4371,-109.802,250.972,76.2233,43.2371,123.854,-30.9021,176.172,93.3942,-136.438,280.887,207.325
299,0,21.4055,-109.837,250.961,76.2087,43.2288,123.832,-30.9306,176.138,93.359,-136.466,280.873,207.3
300,0,21.4116,-109.869,250.909,76.185,43.2126,123.825,-30.9352,176.174,93.3589,-136.475,280.85,207.314
301,0,21.4118,-109.906,250.874,76.2233,43.2252,123.78,-30.9458,176.168,93.3675,-136.468,280.808,207.303
302,0,21.3928,-109.917,250.814,76.2109,43.2184,123.808,-30.9168,176.189,93.3509,-136.428,280.806,207.273
303,0,21.4272,-109.935,250.805,76.2391,43.225,123.813,-30.9201,176.187,93.366,-136.402,280.808,207.247
304,0,21.3956,-109.942,250.758,76.2609,43.2374,123.81,-30.9183,176.208,93.3478,-136.407,280.804,207.3
305,0,21.4041,-109.965,250.726,76.2751,43.1887,123.832,-30.8983,176.248,93.3277,-136.391,280.81,207.269
306,0,21.3827,-109.985,250.694,76.2837,43.2472,123.839,-30.8971,176.233,93.345,-136.389,280.809,207.249
307,0,21.3896,-109.983,250.686,76.3159,43.2514,123.834,-30.8987,176.266,93.3286,-136.407,280.805,207.248
308,0,21.3768,-110.005,250.638,76.2882,43.2689,123.842,-30.871,176.279,93.3147,-136.417,280.802,207.233
309,0,21.3319,-110.042,250.607,76.2826,43.2637,123.832,-30.8809,176.293,93.3034,-136.464,280.794,207.222
310,0,21.3297,-110.04,250.561,76.2354,43.2631,123.821,-30.8984,176.31,93.2988,-136.456,280.81,207.186
311,0,21.3169,-110.064,250.543,76.2255,43.2857,123.815,-30.8937,176.283,93.2637,-136.47,280.763,207.174
312,0,21.3504,-110.076,250.507,76.2552,43.3047,123.791,-30.9274,176.291,93.2474,-136.47,280.772,207.155
313,0,21.338,-110.081,250.495,76.2454,43.3272,123.798,-30.9611,176.308,93.234,-136.472,280.752,207.151
314,0,21.3427,-110.082,250.444,76.2669,43.3552,123.8,-30.9436,176.309,93.2069,-136.477,280.716,207.122
315,0,21.3821,-110.065,250.416,76.2809,43.3695,123.812,-30.9687,176.31,93.1938,-136.495,280.71,207.117
316,0,21.359,-110.081,250.398,76.2861,43.3771,123.824,-30.9806,176.326,93.1559,-136.456,280.704,207.109
317,0,21.37,-110.109,250.362,76.2736,43.3967,123.831,-30.9532,176.347,93.1573,-136.419,280.708,207.102
318,0,21.3403,-110.094,250.308,76.3224,43.424,123.81,-30.9705,176.374,93.1125,-136.323,280.757,207.065
319,0,21.358,-110.083,250.274,76.3169,43.4442,123.819,-30.9472,176.383,93.1192,-136.314,280.767,207.04
320,0,21.3543,-110.078,250.257,76.3528,43.4541,123.805,-30.9449,176.399,93.0549,-136.277,280.789,206.991
321,0,21.3479,-110.039,250.275,76.3554,43.4648,123.796,-30.9388,176.417,93.0575,-136.301,280.779,206.966
322,0,21.3474,-110.022,250.222,76.3636,43.482,123.821,-30.939,176.415,93.0379,-136.267,280.809,206.911
323,0,21.3584,-110.012,250.256,76.4106,43.5123,123.805,-30.9546,176.443,92.9788,-136.272,280.847,206.893
324,0,21.2926,-110.004,250.238,76.3863,43.5264,123.788,-30.9218,176.436,92.9137,-136.275,280.871,206.892
325,0,21.3058,-109.98,250.225,76.3621,43.5262,123.782,-30.943,176.455,92.8509,-136.286,280.85,206.895
326,0,21.2839,-109.929,250.196,76.3641,43.5675,123.778,-30.9407,176.458,92.7836,-136.192,280.908,206.834
327,0,21.2883,-109.861,250.192,76.3863,43.6185,123.743,-30.9461,176.491,92.6826,-136.1,280.975,206.821
328,0,21.2145,-109.766,250.076,76.4015,43.6689,123.733,-30.9534,176.494,92.5852,-135.949,281.098,206.74
329,0,21.2406,-109.705,250.081,76.4186,43.7098,123.722,-30.9462,176.482,92.4854,-135.764,281.221,206.669
330,0,21.2056,-109.667,250.057,76.4484,43.7448,123.691,-30.9992,176.493,92.3792,-135.573,281.318,206.649
331,0,21.2068,-109.608,250.022,76.4252,43.7803,123.653,-31.0355,176.497,92.2774,-135.396,281.344,206.701
332,0,21.1301,-109.558,249.995,76.4316,43.8074,123.65,-31.044,176.514,92.164,-135.177,281.313,206.777
333,0,21.1199,-109.536,249.937,76.4283,43.8146,123.586,-31.0908,176.498,92.0966,-134.908,281.307,206.901
334,0,21.0467,-109.502,249.92,76.3762,43.8109,123.575,-31.1086,176.497,92.0399,-134.776,281.282,206.988
335,0,21.093,-109.49,249.955,76.3935,43.8093,123.571,-31.092,176.497,91.9966,-134.583,281.208,207.042
336,0,21.0468,-109.511,249.933,76.416,43.8075,123.552,-31.1232,176.482,91.9538,-134.482,281.117,207.127
337,0,21.0719,-109.494,249.944,76.4191,43.7989,123.568,-31.1205,176.471,91.9615,-134.44,281.005,207.187
338,0,21.0549,-109.483,249.913,76.3936,43.7657,123.573,-31.1328,176.441,91.9347,-134.41,280.921,207.208
339,0,21.0398,-109.5,249.949,76.392,43.76,123.564,-31.1158,176.434,91.9097,-134.441,280.786,207.263
340,0,21.0467,-109.53,249.964,76.3767,43.7245,123.545,-31.1533,176.41,91.9053,-134.475,280.682,207.297
341,0,20.9944,-109.496,249.93,76.3558,43.691,123.531,-31.163,176.393,91.9024,-134.475,280.613,207.294
342,0,21.0505,-109.524,249.971,76.3164,43.6715,123.514,-31.1814,176.38,91.9013,-134.516,280.555,207.339
343,0,20.9559,-109.516,249.924,76.3717,43.6844,123.513,-31.186,176.36,91.8919,-134.516,280.543,207.305
344,0,20.9855,-109.539,249.974,76.3031,43.6727,123.513,-31.1905,176.364,91.8909,-134.522,280.561,207.296
345,0,20.9106,-109.566,249.974,76.277,43.6579,123.518,-31.2241,176.38,91.9031,-134.537,280.578,207.279
346,0,20.9315,-109.551,249.976,76.2562,43.6749,123.504,-31.2054,176.344,91.9084,-134.599,280.585,207.275
347,0,20.9298,-109.572,250.008,76.2633,43.6764,123.516,-31.2381,176.356,91.8921,-134.651,280.588,207.249
348,0,20.8841,-109.515,249.964,76.2478,43.6926,123.51,-31.238,176.357,91.8937,-134.702,280.608,207.236
349,0,20.8834,-109.54,249.997,76.2012,43.6397,123.507,-31.2472,176.348,91.8971,-134.778,280.634,207.217
350,0,20.8733,-109.494,249.98,76.1866,43.6544,123.505,-31.253,176.354,91.9074,-134.821,280.691,207.185
351,0,20.8412,-109.475,249.991,76.1868,43.648,123.506,-31.2378,176.373,91.9134,-134.86,280.729,207.17
352,0,20.8245,-109.447,249.968,76.1859,43.6665,123.506,-31.2343,176.39,91.926,-134.951,280.784,207.127
353,0,20.8233,-109.457,249.991,76.1701,43.6756,123.508,-31.2294,176.412,91.9324,-134.968,280.814,207.1
354,0,20.8204,-109.416,250.015,76.1886,43.6889,123.491,-31.2166,176.435,91.9309,-135.015,280.871,207.068
355,0,20.7449,-109.397,250.037,76.1758,43.7001,123.511,-31.2154,176.459,91.9329,-135.046,280.961,207.047
356,0,20.7824,-109.366,250.035,76.148,43.7226,123.508,-31.2043,176.48,91.9275,-135.048,281.052,206.998
357,0,20.7717,-109.374,250.126,76.1373,43.7311,123.507,-31.2114,176.499,91.9434,-135.027,281.154,206.999
358,0,20.8001,-109.331,250.119,76.1545,43.7577,123.509,-31.1982,176.506,91.9377,-134.956,281.255,206.962
359,0,20.7041,-109.28,250.1,76.1296,43.7771,123.516,-31.175,176.522,91.9464,-134.908,281.324,206.948
360,0,20.731,-109.274,250.131,76.1406,43.7723,123.503,-31.1716,176.54,91.9454,-134.896,281.377,206.94
361,0,20.7341,-109.246,250.14,76.1246,43.7929,123.493,-31.2043,176.52,91.9261,-134.89,281.407,206.913
362,0,20.6771,-109.235,250.16,76.1183,43.77,123.484,-31.1821,176.543,91.9212,-134.901,281.387,206.882
363,0,20.653,-109.206,250.145,76.1298,43.7755,123.473,-31.1929,176.544,91.9347,-135.001,281.269,206.917
364,0,20.6178,-109.174,250.193,76.1209,43.8093,123.499,-31.229,176.534,91.9165,-135.072,281.228,206.89
365,0,20.6139,-109.126,250.186,76.1651,43.8138,123.484,-31.1803,176.532,91.8956,-135.127,281.132,206.913
366,0,20.5762,-109.076,250.161,76.1396,43.8455,123.491,-31.2182,176.529,91.8757,-135.147,281.1,206.9
367,0,20.6208,-109.067,250.201,76.168,43.8721,123.492,-31.2138,176.53,91.8859,-135.236,281.041,206.931
368,0,20.5806,-109.024,250.197,76.1524,43.8873,123.506,-31.1766,176.571,91.897,-135.244,281.009,206.929
369,0,20.5642,-109.024,250.22,76.1625,43.9364,123.475,-31.1389,176.567,91.8785,-135.238,281.001,206.926
370,0,20.584,-108.964,250.194,76.192,43.9419,123.505,-31.1618,176.586,91.9051,-135.196,281.024,206.948
371,0,20.5786,-108.964,250.216,76.2235,43.9771,123.511,-31.142,176.604,91.8854,-135.121,281.059,206.927
372,0,20.5823,-108.966,250.216,76.2407,43.9885,123.511,-31.1376,176.612,91.8972,-135.1,281.108,206.938
373,0,20.5691,-108.948,250.213,76.259,43.9758,123.497,-31.139,176.617,91.9069,-135.069,281.151,206.945
374,0,20.571,-108.956,250.246,76.2536,43.9883,123.51,-31.1196,176.627,91.8902,-134.995,281.225,206.93
375,0,20.5942,-108.949,250.271,76.2229,43.9775,123.524,-31.1195,176.631,91.8817,-134.977,281.275,206.917
376,0,20.5968,-108.961,250.242,76.232,43.9789,123.52,-31.1195,176.622,91.8963,-134.961,281.303,206.898
377,0,20.5812,-108.967,250.241,76.2261,43.9608,123.532,-31.099,176.632,91.9038,-134.951,281.352,206.891
378,0,20.5982,-108.99,250.267,76.1862,43.929,123.513,-31.1067,176.626,91.9076,-134.941,281.398,206.884
379,0,20.5325,-109.005,250.284,76.1877,43.9541,123.51,-31.1271,176.623,91.9053,-134.915,281.417,206.88
380,0,20.5469,-109.005,250.322,76.164,43.9044,123.524,-31.1316,176.606,91.8908,-134.873,281.479,206.887
381,0,20.5423,-109.036,250.336,76.1601,43.9008,123.511,-31.1512,176.588,91.8555,-134.79,281.567,206.921
382,0,20.5251,-109.022,250.34,76.1521,43.9001,123.487,-31.2098,176.537,91.8357,-134.727,281.593,206.958
383,0,20.5334,-109.021,250.321,76.1681,43.8751,123.501,-31.2043,176.525,91.803,-134.602,281.68,206.977
384,0,20.4941,-109.009,250.348,76.1535,43.8776,123.483,-31.2149,176.508,91.8073,-134.444,281.819,206.964
385,0,20.4763,-109.005,250.335,76.144,43.8898,123.504,-31.2269,176.518,91.7793,-134.371,281.931,206.98
386,0,20.4832,-109.012,250.341,76.1516,43.9065,123.48,-31.2391,176.515,91.7678,-134.316,281.998,206.968
387,0,20.4691,-109.026,250.346,76.1664,43.9078,123.472,-31.2242,176.52,91.778,-134.29,282.096,206.943
388,0,20.4176,-109.018,250.337,76.1443,43.8992,123.482,-31.194,176.531,91.7691,-134.305,282.143,206.959
389,0,20.5067,-109.009,250.365,76.1434,43.8851,123.453,-31.1879,176.547,91.7742,-134.341,282.211,206.926
390,0,20.483,-109.018,250.314,76.1492,43.9033,123.461,-31.2027,176.552,91.7776,-134.423,282.244,206.9
391,0,20.4834,-109.012,250.329,76.112,43.8726,123.468,-31.1808,176.556,91.7837,-134.562,282.209,206.896
392,0,20.447,-109.044,250.374,76.1185,43.8812,123.473,-31.1871,176.551,91.7942,-134.686,282.137,206.887
393,0,20.4709,-109.039,250.392,76.1264,43.8572,123.477,-31.2085,176.521,91.8024,-134.766,282.092,206.86
394,0,20.506,-109.03,250.386,76.1362,43.8647,123.496,-31.225,176.546,91.7951,-134.84,282.069,206.861
395,0,20.4863,-109.041,250.423,76.1265,43.8695,123.507,-31.2075,176.53,91.7948,-134.897,282.028,206.852
396,0,20.4897,-109.088,250.488,76.1063,43.8779,123.503,-31.193,176.552,91.8067,-134.902,282.03,206.87
397,0,20.4683,-109.049,250.49,76.1151,43.8865,123.485,-31.1957,176.564,91.7928,-134.914,282.088,206.836
398,0,20.4768,-108.971,250.435,76.108,43.8981,123.483,-31.2111,176.559,91.784,-134.912,282.117,206.824
399,0,20.4432,-109.013,250.479,76.108,43.9143,123.481,-31.1741,176.585,91.7983,-134.883,282.149,206.822
400,0,20.4217,-108.982,250.483,76.1365,43.9458,123.479,-31.1804,176.59,91.8078,-134.868,282.228,206.824
401,0,20.4139,-108.93,250.47,76.1067,43.9436,123.486,-31.1745,176.59,91.8075,-134.855,282.265,206.848
402,0,20.3889,-108.925,250.463,76.14,43.9708,123.496,-31.1845,176.605,91.8155,-134.84,282.304,206.824
403,0,20.3675,-108.87,250.421,76.1635,43.9864,123.47,-31.1605,176.635,91.8154,-134.872,282.324,206.804
404,0,20.3595,-108.842,250.435,76.1815,43.9925,123.477,-31.1417,176.625,91.7983,-134.871,282.28,206.82
405,0,20.4035,-108.843,250.409,76.2172,44.0136,123.469,-31.1292,176.635,91.802,-134.907,282.234,206.805
406,0,20.3614,-108.802,250.411,76.1948,44.0314,123.478,-31.1168,176.649,91.8016,-134.939,282.175,206.841
407,0,20.3855,-108.844,250.452,76.1975,44.0702,123.432,-31.1327,176.659,91.8033,-134.902,282.161,206.816
408,0,20.3669,-108.814,250.444,76.2183,44.0663,123.463,-31.1134,176.667,91.8033,-134.944,282.151,206.809
409,0,20.3795,-108.822,250.465,76.2425,44.085,123.437,-31.1101,176.677,91.8065,-134.917,282.129,206.809
410,0,20.4024,-108.772,250.433,76.2463,44.1226,123.406,-31.0663,176.679,91.8242,-134.904,282.139,206.808
411,0,20.3876,-108.743,250.471,76.2909,44.1071,123.432,-31.0634,176.683,91.8184,-134.911,282.13,206.799
412,0,20.3883,-108.728,250.473,76.2989,44.1113,123.438,-31.0563,176.69,91.8149,-134.89,282.134,206.81
413,0,20.3834,-108.692,250.445,76.3289,44.1368,123.441,-31.0266,176.698,91.8198,-134.908,282.154,206.812
414,0,20.3821,-108.708,250.437,76.3244,44.161,123.396,-31.0527,176.691,91.8144,-134.892,282.204,206.805
415,0,20.4028,-108.71,250.489,76.3539,44.1633,123.413,-31.0196,176.715,91.8435,-134.87,282.185,206.806
416,0,20.3656,-108.68,250.452,76.3256,44.1469,123.428,-31.0355,176.715,91.8336,-134.848,282.227,206.817
417,0,20.3936,-108.679,250.458,76.3435,44.1661,123.435,-31.0473,176.739,91.8241,-134.866,282.254,206.819
418,0,20.3716,-108.706,250.456,76.3337,44.1738,123.403,-31.0548,176.718,91.8324,-134.873,282.296,206.796
419,0,20.3717,-108.696,250.466,76.3345,44.1586,123.441,-31.0521,176.72,91.8194,-134.878,282.364,206.796
420,0,20.385,-108.724,250.465,76.3065,44.169,123.42,-31.0822,176.711,91.8244,-134.911,282.391,206.801
421,0,20.4045,-108.715,250.468,76.3122,44.153,123.451,-31.0919,176.709,91.8264,-134.857,282.48,206.763
422,0,20.4085,-108.744,250.46,76.3052,44.1603,123.447,-31.0569,176.713,91.8493,-134.893,282.493,206.783
423,0,20.3785,-108.745,250.442,76.319,44.1672,123.397,-31.0627,176.694,91.8167,-134.883,282.484,206.792
424,0,20.477,-108.729,250.399,76.3261,44.1468,123.425,-31.0377,176.727,91.8352,-134.869,282.424,206.811
425,0,20.48,-108.724,250.397,76.3361,44.1469,123.429,-31.0467,176.703,91.8198,-134.878,282.403,206.805
426,0,20.4835,-108.743,250.364,76.329,44.155,123.387,-31.0291,176.707,91.8066,-134.821,282.335,206.807
427,0,20.4524,-108.687,250.305,76.3488,44.1564,123.404,-31.0612,176.703,91.827,-134.765,282.307,206.8
428,0,20.5004,-108.749,250.354,76.3729,44.1414,123.431,-31.0585,176.686,91.8014,-134.782,282.24,206.837
429,0,20.5098,-108.763,250.381,76.3865,44.1426,123.433,-31.0732,176.694,91.8009,-134.757,282.204,206.846
430,0,20.4875,-108.721,250.317,76.3914,44.1336,123.442,-31.0693,176.69,91.8154,-134.778,282.16,206.842
431,0,20.525,-108.753,250.295,76.3786,44.1473,123.445,-31.0269,176.697,91.8161,-134.752,282.204,206.833
